item_name,hour,day_of_week,is_weekend,is_holiday,freshness,inventory,price,temperature,is_rainy,sales_last_1h,sales_yesterday_same_hour,sales_last_week_same_hour,sales_next_hour
葡萄,22,2,0,0,0.569,266.35,12.0,17.4,0,0.38,0.0,0.0,0.0
西瓜,22,2,0,0,0.898,0.0,3.6,19.0,0,0.0,0.0,0.0,0.0
西红柿,22,2,0,0,0.784,170.34,5.4,17.0,0,6.08,0.0,0.0,0.0
香蕉,22,2,0,0,0.603,227.07,4.8,18.3,0,2.96,0.0,0.0,0.0
黄瓜,22,2,0,0,0.836,105.24,4.2,16.3,0,4.96,0.0,0.0,0.06
土豆,23,2,0,0,0.979,0.0,2.4,15.2,0,0.0,0.0,0.0,0.0
芒果,23,2,0,0,0.349,258.62,9.0,15.4,0,0.0,0.0,0.0,0.0
苹果,23,2,0,0,0.893,197.04,7.2,15.6,0,0.0,0.0,0.0,0.0
草莓,23,2,0,0,0.1,289.03,24.0,13.8,0,0.0,0.0,0.0,0.0
葡萄,23,2,0,0,0.549,266.35,12.0,19.8,0,0.0,0.0,0.0,0.0
西瓜,23,2,0,0,0.895,0.0,3.6,14.4,1,0.0,0.0,0.0,0.0
西红柿,23,2,0,0,0.778,170.34,5.4,15.9,0,0.0,0.0,0.0,0.0
香蕉,23,2,0,0,0.6,227.07,4.8,13.2,0,0.0,0.0,0.0,0.1
黄瓜,23,2,0,0,0.829,105.18,4.2,18.8,0,0.0,0.0,0.0,0.0
土豆,0,3,0,0,0.978,0.0,4.6,16.3,0,0.0,0.0,0.0,0.0
芒果,0,3,0,0,0.344,258.62,9.0,12.4,0,0.0,0.0,0.0,0.0
苹果,0,3,0,0,0.89,197.04,12.0,14.2,0,0.0,0.0,0.0,0.0
草莓,0,3,0,0,0.1,289.03,24.0,14.3,0,0.0,0.0,0.0,0.0
葡萄,0,3,0,0,0.545,266.35,12.0,12.4,0,0.0,0.0,0.0,0.0
西瓜,0,3,0,0,0.891,0.0,6.0,16.9,0,0.0,0.0,0.0,0.0
西红柿,0,3,0,0,0.771,170.34,7.65,15.2,1,0.0,0.0,0.0,0.0
香蕉,0,3,0,0,0.596,226.97,4.8,14.2,0,0.0,0.0,0.0,0.24
黄瓜,0,3,0,0,0.825,105.18,5.95,13.3,0,0.06,0.0,0.0,0.2
土豆,1,3,0,0,0.978,0.0,4.0,14.0,0,0.0,0.0,0.0,0.0
芒果,1,3,0,0,0.335,258.62,9.0,15.7,0,0.0,0.0,0.0,0.0
苹果,1,3,0,0,0.888,197.04,15.6,11.3,0,0.0,0.0,0.0,0.0
草莓,1,3,0,0,0.1,289.03,24.0,12.0,0,0.0,0.0,0.0,0.0
葡萄,1,3,0,0,0.539,266.35,12.0,14.6,0,0.0,0.0,0.0,0.0
西瓜,1,3,0,0,0.889,0.0,5.1,12.9,0,0.0,0.0,0.0,0.0
西红柿,1,3,0,0,0.767,170.34,6.3,12.6,0,0.0,0.08,0.0,0.0
香蕉,1,3,0,0,0.588,226.73,4.8,16.4,0,0.1,0.0,0.0,0.0
黄瓜,1,3,0,0,0.82,104.98,7.0,13.1,0,0.0,0.0,0.0,0.0
土豆,2,3,0,0,0.977,0.0,5.2,14.3,0,0.0,0.0,0.0,0.0
芒果,2,3,0,0,0.33,258.62,9.0,13.8,0,0.0,0.0,0.0,0.0
苹果,2,3,0,0,0.884,197.04,12.0,16.3,0,0.0,0.0,0.0,0.08
草莓,2,3,0,0,0.1,289.03,24.0,15.0,0,0.0,0.0,0.0,0.0
葡萄,2,3,0,0,0.535,266.35,12.0,13.4,0,0.0,0.0,0.0,0.0
西瓜,2,3,0,0,0.886,0.0,6.9,13.5,0,0.0,0.0,0.0,0.0
西红柿,2,3,0,0,0.764,170.34,9.0,10.1,0,0.0,0.0,0.0,0.0
香蕉,2,3,0,0,0.583,226.73,4.8,14.3,0,0.24,0.0,0.0,0.1
黄瓜,2,3,0,0,0.815,104.98,7.0,14.4,0,0.2,0.0,0.14,0.0
土豆,3,3,0,0,0.976,0.0,4.0,13.4,0,0.0,0.0,0.0,0.0
芒果,3,3,0,0,0.322,258.62,9.0,15.6,0,0.0,0.0,0.0,0.0
苹果,3,3,0,0,0.879,196.96,15.6,17.6,0,0.0,0.0,0.0,0.0
草莓,3,3,0,0,0.1,289.03,24.0,13.0,0,0.0,0.0,0.18,0.0
葡萄,3,3,0,0,0.531,266.35,12.0,12.5,0,0.0,0.0,0.0,0.0
西瓜,3,3,0,0,0.884,0.0,6.0,12.0,0,0.0,0.0,0.0,0.0
西红柿,3,3,0,0,0.757,170.34,9.0,15.8,0,0.0,0.23,0.04,0.0
香蕉,3,3,0,0,0.58,226.63,4.8,13.2,0,0.0,0.12,0.0,0.0
黄瓜,3,3,0,0,0.812,104.98,7.0,10.5,0,0.0,0.0,0.0,0.0
土豆,4,3,0,0,0.976,0.0,4.0,13.2,0,0.0,0.0,0.0,0.0
芒果,4,3,0,0,0.317,258.62,9.0,10.5,0,0.0,0.0,0.0,0.0
苹果,4,3,0,0,0.876,196.96,10.2,13.6,0,0.08,0.05,0.0,0.0
草莓,4,3,0,0,0.1,289.03,24.0,13.6,0,0.0,0.0,0.0,0.12
葡萄,4,3,0,0,0.524,266.35,12.0,14.8,0,0.0,0.0,0.0,0.0
西瓜,4,3,0,0,0.883,0.0,6.9,11.1,0,0.0,0.0,0.0,0.0
西红柿,4,3,0,0,0.753,170.34,6.3,12.9,0,0.0,0.0,0.0,0.0
香蕉,4,3,0,0,0.577,226.63,4.8,12.8,0,0.1,0.0,0.0,0.0
黄瓜,4,3,0,0,0.808,104.98,5.95,11.8,0,0.0,0.0,0.0,0.0
土豆,5,3,0,0,0.975,0.0,3.4,16.4,1,0.0,0.0,0.0,3.43
芒果,5,3,0,0,0.312,258.62,9.0,13.6,0,0.0,0.0,0.0,0.62
苹果,5,3,0,0,0.872,196.96,8.4,19.2,0,0.0,0.0,0.04,2.65
草莓,5,3,0,0,0.1,288.91,24.0,17.1,0,0.0,0.0,0.0,0.29
葡萄,5,3,0,0,0.511,266.35,12.0,17.2,0,0.0,0.08,0.0,1.88
西瓜,5,3,0,0,0.88,0.0,6.0,13.1,0,0.0,0.0,0.12,2.02
西红柿,5,3,0,0,0.746,170.34,11.7,15.9,1,0.0,0.0,0.0,2.84
香蕉,5,3,0,0,0.571,226.63,4.8,15.3,0,0.0,0.0,0.0,4.91
黄瓜,5,3,0,0,0.804,104.98,8.05,13.7,1,0.0,0.0,0.0,3.84
土豆,6,3,0,0,1.0,296.57,5.2,14.7,0,0.0,10.27,9.14,16.46
芒果,6,3,0,0,1.0,299.38,19.5,15.0,0,0.0,1.72,0.8,2.33
苹果,6,3,0,0,1.0,297.35,12.0,18.3,0,0.0,3.95,1.85,5.47
草莓,6,3,0,0,1.0,299.71,52.0,18.4,0,0.12,0.62,0.59,1.35
葡萄,6,3,0,0,1.0,298.12,17.0,17.3,0,0.0,0.38,1.31,1.29
西瓜,6,3,0,0,1.0,297.98,5.1,14.0,0,0.0,1.8,2.15,13.23
西红柿,6,3,0,0,1.0,297.16,9.0,14.2,0,0.0,3.03,2.04,9.63
香蕉,6,3,0,0,1.0,295.09,5.6,14.4,0,0.0,3.02,1.07,7.62
黄瓜,6,3,0,0,1.0,296.16,8.05,17.1,0,0.0,1.63,4.52,7.48
土豆,7,3,0,0,0.999,280.11,4.6,20.0,0,3.43,36.34,14.92,18.44
芒果,7,3,0,0,0.986,297.05,19.5,17.1,0,0.62,8.6,0.96,3.74
苹果,7,3,0,0,0.996,291.88,13.8,15.9,0,2.65,4.18,6.46,3.72
草莓,7,3,0,0,0.946,298.36,40.0,24.0,0,0.29,2.78,0.58,1.06
葡萄,7,3,0,0,0.978,296.83,26.0,20.8,0,1.88,1.67,1.54,1.72
西瓜,7,3,0,0,0.995,284.75,6.0,19.3,0,2.02,5.81,18.02,30.49
西红柿,7,3,0,0,0.991,287.53,9.0,19.3,0,2.84,10.8,3.63,10.12
香蕉,7,3,0,0,0.986,287.47,8.0,19.2,0,4.91,4.94,9.93,6.98
黄瓜,7,3,0,0,0.992,288.68,8.05,19.6,0,3.84,25.34,13.59,17.42
土豆,8,3,0,0,0.998,261.67,4.0,26.3,0,16.46,20.75,26.45,5.42
芒果,8,3,0,0,0.961,293.31,17.25,20.0,0,2.33,6.71,5.75,1.32
苹果,8,3,0,0,0.99,288.16,15.6,23.3,0,5.47,7.21,7.73,5.17
草莓,8,3,0,0,0.92,297.3,46.0,19.4,0,1.35,1.65,1.78,0.85
葡萄,8,3,0,0,0.952,295.11,14.0,22.4,1,1.29,1.38,5.7,3.0
西瓜,8,3,0,0,0.989,254.26,5.1,22.3,0,13.23,1.8,20.74,11.71
西红柿,8,3,0,0,0.984,277.41,9.0,15.4,0,9.63,10.14,6.77,4.52
香蕉,8,3,0,0,0.969,280.49,8.0,21.2,0,7.62,7.91,10.96,9.15
黄瓜,8,3,0,0,0.983,271.26,4.9,22.5,1,7.48,14.66,9.74,13.22
土豆,9,3,0,0,0.996,256.25,5.2,25.9,0,18.44,11.4,14.33,2.63
芒果,9,3,0,0,0.912,291.99,19.5,26.5,0,3.74,1.25,2.22,1.16
苹果,9,3,0,0,0.985,282.99,12.0,22.4,0,3.72,2.77,1.98,2.83
草莓,9,3,0,0,0.879,296.45,40.0,21.8,0,1.06,0.86,1.26,0.57
葡萄,9,3,0,0,0.922,292.11,17.0,23.9,0,1.72,2.04,2.22,0.42
西瓜,9,3,0,0,0.983,242.55,6.0,24.5,0,30.49,19.24,12.7,5.74
西红柿,9,3,0,0,0.971,272.89,10.35,24.0,0,10.12,13.02,6.03,3.44
香蕉,9,3,0,0,0.95,271.34,5.6,22.0,0,6.98,5.15,2.21,3.88
黄瓜,9,3,0,0,0.973,258.04,4.9,23.3,0,17.42,9.49,17.06,8.92
土豆,10,3,0,0,0.995,253.62,5.2,24.9,1,5.42,10.91,3.28,8.53
芒果,10,3,0,0,0.871,290.83,17.25,24.1,0,1.32,1.38,1.58,3.02
苹果,10,3,0,0,0.977,280.16,12.0,28.3,0,5.17,4.11,4.58,6.04
草莓,10,3,0,0,0.844,295.88,40.0,20.8,0,0.85,0.28,0.62,0.88
葡萄,10,3,0,0,0.889,291.69,20.0,25.2,1,3.0,0.38,0.65,3.45
西瓜,10,3,0,0,0.975,236.81,7.8,26.8,0,11.71,4.77,9.18,19.33
西红柿,10,3,0,0,0.958,269.45,9.0,24.6,0,4.52,4.0,3.03,7.73
香蕉,10,3,0,0,0.932,267.46,6.8,22.1,0,9.15,0.99,2.92,10.55
黄瓜,10,3,0,0,0.963,249.12,4.9,24.8,0,13.22,6.64,6.28,6.52
土豆,11,3,0,0,0.994,245.09,5.2,28.3,0,2.63,17.03,11.84,20.62
芒果,11,3,0,0,0.833,287.81,15.0,23.4,0,1.16,0.95,3.53,3.92
苹果,11,3,0,0,0.969,274.12,12.0,30.4,0,2.83,2.59,2.2,3.78
草莓,11,3,0,0,0.761,295.0,40.0,28.9,0,0.57,1.01,0.51,1.04
葡萄,11,3,0,0,0.85,288.24,17.0,27.9,0,0.42,2.45,0.98,2.88
西瓜,11,3,0,0,0.969,217.48,5.1,24.1,0,5.74,13.62,14.65,29.6
西红柿,11,3,0,0,0.942,261.72,9.0,27.3,0,3.44,11.06,9.61,4.3
香蕉,11,3,0,0,0.898,256.91,5.6,29.8,0,3.88,2.47,6.38,6.02
黄瓜,11,3,0,0,0.949,242.6,8.05,30.0,0,8.92,10.08,15.5,5.48
土豆,12,3,0,0,0.992,224.47,4.0,29.1,0,8.53,34.07,18.27,15.33
芒果,12,3,0,0,0.783,283.89,10.5,26.8,0,3.02,1.11,4.17,0.97
苹果,12,3,0,0,0.962,270.34,8.4,27.3,1,6.04,11.83,8.37,0.75
草莓,12,3,0,0,0.698,293.96,28.0,25.4,0,0.88,0.78,0.21,0.18
葡萄,12,3,0,0,0.808,285.36,14.0,28.8,0,3.45,1.42,1.66,0.61
西瓜,12,3,0,0,0.96,187.88,6.0,29.6,0,19.33,27.18,8.72,22.94
西红柿,12,3,0,0,0.925,257.42,10.35,29.6,0,7.73,6.94,7.25,3.63
香蕉,12,3,0,0,0.869,250.89,8.0,27.4,0,10.55,4.16,6.34,1.73
黄瓜,12,3,0,0,0.938,237.12,7.0,27.3,1,6.52,9.18,8.79,6.23
土豆,13,3,0,0,0.991,209.14,4.0,29.6,0,20.62,3.36,20.37,9.86
芒果,13,3,0,0,0.723,282.92,12.75,29.4,1,3.92,1.54,1.67,0.64
苹果,13,3,0,0,0.953,269.59,15.6,31.5,1,3.78,4.44,3.92,3.86
草莓,13,3,0,0,0.615,293.78,46.0,28.9,1,1.04,0.87,0.51,0.39
葡萄,13,3,0,0,0.77,284.75,26.0,27.2,0,2.88,1.59,1.38,0.77
西瓜,13,3,0,0,0.951,164.94,6.0,31.1,0,29.6,8.05,35.18,15.75
西红柿,13,3,0,0,0.908,253.79,10.35,28.7,0,4.3,7.17,5.56,3.24
香蕉,13,3,0,0,0.837,249.16,8.0,29.3,1,6.02,5.49,4.21,0.9
黄瓜,13,3,0,0,0.922,230.89,5.95,34.7,0,5.48,2.53,6.24,3.68
土豆,14,3,0,0,0.989,199.28,4.0,32.1,0,15.33,11.07,2.81,8.05
芒果,14,3,0,0,0.665,282.28,15.0,28.8,0,0.97,1.15,0.59,1.01
苹果,14,3,0,0,0.945,265.73,8.4,32.0,0,0.75,0.89,1.04,2.34
草莓,14,3,0,0,0.52,293.39,24.0,30.8,0,0.18,0.34,0.46,0.47
葡萄,14,3,0,0,0.729,283.98,20.0,28.3,0,0.61,0.69,0.93,0.38
西瓜,14,3,0,0,0.943,149.19,6.0,28.3,0,22.94,11.91,14.92,17.56
西红柿,14,3,0,0,0.891,250.55,9.0,29.7,0,3.63,1.43,3.72,3.32
香蕉,14,3,0,0,0.805,248.26,10.4,29.2,0,1.73,1.19,2.05,1.96
黄瓜,14,3,0,0,0.909,227.21,5.95,29.2,1,6.23,5.99,4.23,4.82
土豆,15,3,0,0,0.988,191.23,4.0,26.4,0,9.86,13.51,4.55,28.48
芒果,15,3,0,0,0.614,281.27,15.0,26.7,0,0.64,0.81,0.85,2.26
苹果,15,3,0,0,0.937,263.39,12.0,28.0,0,3.86,1.79,0.96,10.73
草莓,15,3,0,0,0.441,292.92,24.0,28.1,0,0.39,0.18,0.33,0.38
葡萄,15,3,0,0,0.686,283.6,26.0,29.3,1,0.77,0.62,0.46,2.71
西瓜,15,3,0,0,0.934,131.63,5.1,30.8,0,15.75,6.06,13.84,16.43
西红柿,15,3,0,0,0.873,247.23,9.0,30.3,0,3.24,2.06,3.88,9.37
香蕉,15,3,0,0,0.772,246.3,9.2,29.3,0,0.9,1.98,1.47,5.71
黄瓜,15,3,0,0,0.896,222.39,7.0,29.9,0,3.68,4.2,2.52,16.51
土豆,16,3,0,0,0.986,162.75,4.0,27.9,0,8.05,22.66,32.22,20.3
芒果,16,3,0,0,0.556,279.01,9.0,28.8,1,1.01,3.39,3.25,4.73
苹果,16,3,0,0,0.93,252.66,12.0,28.7,0,2.34,16.27,1.41,15.72
草莓,16,3,0,0,0.324,292.54,24.0,34.6,0,0.47,0.18,0.7,0.5
葡萄,16,3,0,0,0.654,280.89,17.0,24.7,0,0.38,2.21,0.86,2.79
西瓜,16,3,0,0,0.925,115.2,7.8,28.8,0,17.56,45.39,13.29,23.55
西红柿,16,3,0,0,0.858,237.86,9.0,27.0,0,3.32,6.07,7.35,8.96
香蕉,16,3,0,0,0.736,240.59,8.0,31.1,0,1.96,2.23,7.74,9.08
黄瓜,16,3,0,0,0.885,205.88,4.9,26.7,0,4.82,10.38,11.07,12.0
土豆,17,3,0,0,0.985,142.45,4.6,22.0,0,28.48,62.57,54.41,41.13
芒果,17,3,0,0,0.508,274.28,9.0,26.3,0,2.26,4.77,4.53,3.48
苹果,17,3,0,0,0.923,236.94,10.2,26.9,0,10.73,10.85,7.99,21.63
草莓,17,3,0,0,0.267,292.04,24.0,24.5,0,0.38,0.54,0.6,0.18
葡萄,17,3,0,0,0.607,278.1,20.0,30.6,0,2.71,5.17,2.43,1.69
西瓜,17,3,0,0,0.918,91.65,6.9,25.1,0,16.43,16.72,87.45,26.8
西红柿,17,3,0,0,0.846,228.9,9.0,22.1,0,9.37,20.81,9.29,16.92
香蕉,17,3,0,0,0.707,231.51,5.6,27.8,0,5.71,7.23,14.82,9.18
黄瓜,17,3,0,0,0.873,193.88,8.05,26.7,0,16.51,20.97,34.21,17.95
土豆,18,3,0,0,0.984,101.32,4.0,26.7,0,20.3,38.94,49.21,27.43
芒果,18,3,0,0,0.465,270.8,9.0,24.7,0,4.73,3.9,2.95,2.61
苹果,18,3,0,0,0.917,215.31,8.4,21.5,0,15.72,4.45,4.24,15.38
草莓,18,3,0,0,0.206,291.86,24.0,25.2,1,0.5,0.29,0.55,0.18
葡萄,18,3,0,0,0.576,276.41,12.0,24.4,1,2.79,5.38,2.96,2.64
西瓜,18,3,0,0,0.912,64.85,6.0,25.1,0,23.55,83.32,10.79,38.79
西红柿,18,3,0,0,0.833,211.98,7.65,24.6,0,8.96,7.7,14.14,4.09
香蕉,18,3,0,0,0.685,222.33,6.8,23.7,0,9.08,5.78,11.03,5.16
黄瓜,18,3,0,0,0.863,175.93,7.0,24.8,0,12.0,17.08,12.29,11.86
土豆,19,3,0,0,0.983,73.89,4.0,25.3,1,41.13,7.12,36.43,42.08
芒果,19,3,0,0,0.416,268.19,9.0,26.4,0,3.48,1.29,2.57,1.81
苹果,19,3,0,0,0.912,199.93,10.2,20.5,0,21.63,7.9,4.23,15.19
草莓,19,3,0,0,0.159,291.68,24.0,22.8,0,0.18,0.2,0.21,0.19
葡萄,19,3,0,0,0.552,273.77,12.0,21.6,0,1.69,4.86,1.74,2.35
西瓜,19,3,0,0,0.905,26.06,5.1,24.0,0,26.8,22.59,9.26,26.06
西红柿,19,3,0,0,0.82,207.89,11.7,24.4,0,16.92,8.07,10.84,10.64
香蕉,19,3,0,0,0.664,217.17,8.0,23.2,0,9.18,6.32,8.49,8.85
黄瓜,19,3,0,0,0.853,164.07,8.05,23.6,0,17.95,25.41,16.12,20.44
土豆,20,3,0,0,0.982,31.81,2.4,21.4,0,27.43,0.0,1.77,18.23
芒果,20,3,0,0,0.393,266.38,9.0,19.6,0,2.61,2.28,2.23,0.6
苹果,20,3,0,0,0.906,184.74,7.2,24.7,0,15.38,15.2,13.95,4.74
草莓,20,3,0,0,0.113,291.49,24.0,22.6,0,0.18,0.21,0.18,0.18
葡萄,20,3,0,0,0.532,271.42,12.0,20.1,0,2.64,3.03,2.75,0.83
西瓜,20,3,0,0,0.899,0.0,3.6,22.3,0,38.79,31.74,29.11,0.0
西红柿,20,3,0,0,0.806,197.25,5.4,24.9,0,4.09,11.28,14.31,5.84
香蕉,20,3,0,0,0.644,208.32,4.8,22.5,0,5.16,11.11,7.71,2.49
黄瓜,20,3,0,0,0.843,143.63,4.2,23.3,0,11.86,26.22,20.99,5.13
土豆,21,3,0,0,0.981,13.58,2.4,22.5,0,42.08,0.0,0.0,0.0
芒果,21,3,0,0,0.367,265.78,9.0,20.3,0,1.81,0.53,0.72,0.0
苹果,21,3,0,0,0.9,180.0,7.2,20.4,0,15.19,4.53,6.05,0.0
草莓,21,3,0,0,0.1,291.31,24.0,17.3,0,0.19,0.18,0.18,0.0
葡萄,21,3,0,0,0.516,270.59,12.0,18.4,0,2.35,0.38,1.02,0.0
西瓜,21,3,0,0,0.895,0.0,3.6,18.0,0,26.06,0.0,0.0,0.0
西红柿,21,3,0,0,0.797,191.41,5.4,18.4,0,10.64,6.08,4.03,0.0
香蕉,21,3,0,0,0.626,205.83,4.8,21.9,0,8.85,2.96,1.19,0.09
黄瓜,21,3,0,0,0.835,138.5,4.2,20.9,0,20.44,4.96,6.02,0.0
土豆,22,3,0,0,0.98,13.58,2.4,18.5,0,18.23,0.0,0.0,0.16
芒果,22,3,0,0,0.352,265.78,9.0,17.3,0,0.6,0.0,0.0,0.0
苹果,22,3,0,0,0.896,180.0,7.2,18.2,0,4.74,0.0,0.0,0.0
草莓,22,3,0,0,0.1,291.31,24.0,14.7,1,0.18,0.0,0.0,0.0
葡萄,22,3,0,0,0.505,270.59,12.0,16.4,0,0.83,0.0,0.06,0.0
西瓜,22,3,0,0,0.892,0.0,3.6,15.3,1,0.0,0.0,0.0,0.0
西红柿,22,3,0,0,0.791,191.41,5.4,14.6,1,5.84,0.0,0.0,0.0
香蕉,22,3,0,0,0.619,205.74,4.8,15.7,0,2.49,0.0,0.13,0.0
黄瓜,22,3,0,0,0.828,138.5,4.2,18.2,0,5.13,0.0,0.0,0.0
土豆,23,3,0,0,0.979,13.42,2.4,15.4,0,0.0,0.0,0.0,0.0
芒果,23,3,0,0,0.347,265.78,9.0,13.0,0,0.0,0.0,0.0,0.0
苹果,23,3,0,0,0.892,180.0,7.2,15.7,0,0.0,0.0,0.03,0.0
草莓,23,3,0,0,0.1,291.31,24.0,13.8,0,0.0,0.0,0.0,0.0
葡萄,23,3,0,0,0.496,270.59,12.0,15.5,1,0.0,0.0,0.0,0.0
西瓜,23,3,0,0,0.888,0.0,3.6,15.4,1,0.0,0.0,0.0,0.0
西红柿,23,3,0,0,0.784,191.41,5.4,16.9,1,0.0,0.0,0.0,0.0
香蕉,23,3,0,0,0.609,205.74,4.8,17.3,0,0.09,0.0,0.0,0.0
黄瓜,23,3,0,0,0.822,138.5,4.2,15.7,0,0.0,0.06,0.0,0.0
土豆,0,4,0,0,0.978,13.42,4.0,12.7,0,0.16,0.0,0.0,0.0
芒果,0,4,0,0,0.342,265.78,9.0,13.2,0,0.0,0.0,0.0,0.0
苹果,0,4,0,0,0.889,180.0,8.4,13.8,0,0.0,0.0,0.0,0.0
草莓,0,4,0,0,0.1,291.31,24.0,13.9,0,0.0,0.0,0.0,0.0
葡萄,0,4,0,0,0.492,270.59,12.0,11.6,0,0.0,0.0,0.0,0.04
西瓜,0,4,0,0,0.885,0.0,7.8,15.9,0,0.0,0.0,0.0,0.0
西红柿,0,4,0,0,0.778,191.41,11.7,14.0,0,0.0,0.0,0.11,0.0
香蕉,0,4,0,0,0.598,205.74,4.8,17.9,1,0.0,0.1,0.0,0.0
黄瓜,0,4,0,0,0.818,138.5,7.0,12.4,0,0.0,0.0,0.0,0.0
土豆,1,4,0,0,0.978,13.42,4.0,14.8,1,0.0,0.0,0.0,0.0
芒果,1,4,0,0,0.337,265.78,9.0,10.6,0,0.0,0.0,0.0,0.0
苹果,1,4,0,0,0.886,180.0,13.8,15.2,0,0.0,0.0,0.0,0.0
草莓,1,4,0,0,0.1,291.31,24.0,13.5,0,0.0,0.0,0.0,0.0
葡萄,1,4,0,0,0.488,270.55,12.0,11.5,0,0.0,0.0,0.0,0.0
西瓜,1,4,0,0,0.883,0.0,5.1,13.3,0,0.0,0.0,0.0,0.0
西红柿,1,4,0,0,0.773,191.41,10.35,13.2,0,0.0,0.0,0.0,0.0
香蕉,1,4,0,0,0.589,205.74,4.8,16.6,0,0.0,0.24,0.0,0.0
黄瓜,1,4,0,0,0.811,138.5,7.0,16.6,0,0.0,0.2,0.0,0.0
土豆,2,4,0,0,0.977,13.42,3.4,12.7,1,0.0,0.0,0.0,0.0
芒果,2,4,0,0,0.329,265.78,9.0,15.5,0,0.0,0.0,0.01,0.0
苹果,2,4,0,0,0.883,180.0,13.8,11.0,0,0.0,0.0,0.0,0.0
草莓,2,4,0,0,0.1,291.31,24.0,13.6,0,0.0,0.0,0.0,0.0
葡萄,2,4,0,0,0.482,270.55,12.0,14.4,0,0.04,0.0,0.0,0.0
西瓜,2,4,0,0,0.881,0.0,4.2,11.3,0,0.0,0.0,0.0,0.0
西红柿,2,4,0,0,0.766,191.41,7.65,15.8,0,0.0,0.0,0.0,0.0
香蕉,2,4,0,0,0.586,205.74,4.8,13.7,0,0.0,0.0,0.0,0.0
黄瓜,2,4,0,0,0.806,138.5,9.1,15.7,0,0.0,0.0,0.0,0.0
土豆,3,4,0,0,0.976,13.42,4.6,15.7,0,0.0,0.0,0.0,0.0
芒果,3,4,0,0,0.322,265.78,9.0,15.0,0,0.0,0.0,0.0,0.0
苹果,3,4,0,0,0.879,180.0,10.2,16.7,0,0.0,0.08,0.0,0.0
草莓,3,4,0,0,0.1,291.31,24.0,12.6,0,0.0,0.0,0.0,0.0
葡萄,3,4,0,0,0.478,270.55,12.0,11.3,0,0.0,0.0,0.09,0.0
西瓜,3,4,0,0,0.877,0.0,5.1,16.6,0,0.0,0.0,0.0,0.0
西红柿,3,4,0,0,0.762,191.41,11.7,12.8,0,0.0,0.0,0.0,0.0
香蕉,3,4,0,0,0.576,205.74,4.8,17.3,0,0.0,0.1,0.0,0.0
黄瓜,3,4,0,0,0.802,138.5,5.95,12.5,1,0.0,0.0,0.0,0.0
土豆,4,4,0,0,0.975,13.42,4.0,15.6,0,0.0,0.0,0.0,0.0
芒果,4,4,0,0,0.317,265.78,9.0,12.4,0,0.0,0.0,0.0,0.0
苹果,4,4,0,0,0.876,180.0,12.0,14.9,0,0.0,0.0,0.0,0.0
草莓,4,4,0,0,0.1,291.31,24.0,14.8,1,0.0,0.0,0.0,0.0
葡萄,4,4,0,0,0.474,270.55,12.0,12.4,0,0.0,0.0,0.0,0.0
西瓜,4,4,0,0,0.874,0.0,6.0,14.5,0,0.0,0.0,0.0,0.0
西红柿,4,4,0,0,0.757,191.41,9.0,13.5,1,0.0,0.0,0.09,0.0
香蕉,4,4,0,0,0.573,205.74,4.8,11.6,1,0.0,0.0,0.01,0.02
黄瓜,4,4,0,0,0.797,138.5,7.0,13.5,0,0.0,0.0,0.0,0.0
土豆,5,4,0,0,0.974,13.42,4.0,17.7,0,0.0,0.0,0.0,4.47
芒果,5,4,0,0,0.305,265.78,9.0,16.7,0,0.0,0.0,0.0,0.58
苹果,5,4,0,0,0.873,180.0,13.8,14.2,0,0.0,0.0,0.0,5.23
草莓,5,4,0,0,0.1,291.31,24.0,16.1,0,0.0,0.12,0.0,0.63
葡萄,5,4,0,0,0.46,270.55,12.0,17.8,0,0.0,0.0,0.0,2.54
西瓜,5,4,0,0,0.869,0.0,6.0,19.1,1,0.0,0.0,0.0,7.11
西红柿,5,4,0,0,0.749,191.41,9.0,16.8,0,0.0,0.0,0.0,4.86
香蕉,5,4,0,0,0.563,205.72,4.8,17.4,0,0.0,0.0,0.0,1.6
黄瓜,5,4,0,0,0.792,138.5,4.9,15.0,0,0.0,0.0,0.0,5.37
土豆,6,4,0,0,1.0,295.53,5.2,19.3,0,0.0,3.43,13.12,38.14
芒果,6,4,0,0,1.0,299.42,17.25,17.0,1,0.0,0.62,1.46,1.84
苹果,6,4,0,0,1.0,294.77,8.4,16.8,0,0.0,2.65,2.71,5.79
草莓,6,4,0,0,1.0,299.37,40.0,19.5,0,0.0,0.29,0.49,2.76
葡萄,6,4,0,0,1.0,297.46,14.0,17.0,0,0.0,1.88,1.81,3.49
西瓜,6,4,0,0,1.0,292.89,6.0,18.8,0,0.0,2.02,1.8,1.8
西红柿,6,4,0,0,1.0,295.14,9.0,18.3,0,0.0,2.84,5.73,17.17
香蕉,6,4,0,0,1.0,298.4,10.4,15.7,0,0.02,4.91,1.55,12.11
黄瓜,6,4,0,0,1.0,294.63,7.0,19.9,0,0.0,3.84,6.68,10.91
土豆,7,4,0,0,0.999,257.39,2.8,18.5,0,4.47,16.46,24.44,16.43
芒果,7,4,0,0,0.966,297.58,19.5,22.3,0,0.58,2.33,1.81,3.82
苹果,7,4,0,0,0.995,288.98,13.8,18.8,0,5.23,5.47,7.43,4.75
草莓,7,4,0,0,0.962,296.61,28.0,21.4,0,0.63,1.35,3.26,1.56
葡萄,7,4,0,0,0.984,293.97,17.0,18.2,0,2.54,1.29,0.57,1.1
